kod,sirket_adi,url,talep_tarihi,sonuclar_aciklandi,halka_arz_fiyati,dagitim_yontemi,toplam_lot,sermaye_artisi_lot,ortak_satisi_lot,sermaye_artisi_yuzde,ortak_satisi_yuzde,bireysel_kisi,bireysel_lot,bireysel_lot_basina_kisi,ilk_islem_tarihi,fon_kullanim_yeri
NETGL,Net Global Endüstriyel Yatırımlar A.Ş.,https://halkarz.com/net-global-endustriyel-yatirimlar-a-s/,9-10-11 Eylül 2026,1,25.52,Eşit Dağıtım,87500000.0,62500000.0,25000000.0,71.43,28.57,652248.0,35000000.0,53.66,Hazırlanıyor...,"- %15-25 Mevcut yatırımlara ilişkin kapasite artışları, koruge boru makine alımı. - %20-30 Vagon fabrikası inşaatının tamamlanması ve makine ekipmanı. - %20-30 Banka kredilerinin azaltılması. - %25-35 İşletme sermayesi. * İzahname, Sayfa 311."
